2007,1,1,1,1232,1225,1341,1340,WN,2891,N351,69,75,54,1,7,SMF,ONT,389,4,11,0,,0,0,0,0,0,0
2007,1,1,1,1918,1905,2043,2035,WN,462,N370,85,90,74,8,13,SMF,PDX,479,5,6,0,,0,0,0,0,0,0
2007,1,1,1,2206,2130,2334,2300,WN,1229,N685,88,90,73,34,36,SMF,PDX,479,6,9,0,,0,3,0,0,0,31
2007,1,1,1,1230,1200,1356,1330,WN,1355,N364,86,90,75,26,30,SMF,PDX,479,3,8,0,,0,23,0,0,0,3
2007,1,1,1,831,830,957,1000,WN,2278,N480,86,90,74,-3,1,SMF,PDX,479,3,9,0,,0,0,0,0,0,0
2007,1,1,1,1430,1420,1553,1550,WN,2386,N611SW,83,90,74,3,10,SMF,PDX,479,2,7,0,,0,0,0,0,0,0
2007,1,1,1,1936,1840,2217,2130,WN,409,N482,101,110,89,47,56,SMF,PHX,647,5,7,0,,0,46,0,0,0,1
2007,1,1,1,944,935,1223,1225,WN,1131,N749SW,99,110,86,-2,9,SMF,PHX,647,4,9,0,,0,0,0,0,0,0
2007,1,1,1,1537,1450,1819,1735,WN,1212,N451,102,105,90,44,47,SMF,PHX,647,5,7,0,,0,20,0,0,0,24
2007,1,1,1,1318,1315,1603,1610,WN,2456,N630WN,105,115,92,-7,3,SMF,PHX,647,5,8,0,,0,0,0,0,0,0
2007,1,1,1,836,835,1119,1130,WN,2575,N493,103,115,88,-11,1,SMF,PHX,647,7,8,0,,0,0,0,0,0,0
2007,1,1,1,2047,1955,2332,2240,WN,2608,N733SW,105,105,89,52,52,SMF,PHX,647,7,9,0,,0,49,0,0,0,3
2007,1,1,1,2128,2035,2245,2200,WN,139,N348,77,85,66,45,53,SMF,SAN,480,3,8,0,,0,0,0,3,0,42
2007,1,1,1,935,940,1048,1105,WN,747,N358,73,85,63,-17,-5,SMF,SAN,480,2,8,0,,0,0,0,0,0,0
2007,1,1,1,1251,1245,1405,1410,WN,933,N413,74,85,65,-5,6,SMF,SAN,480,2,7,0,,0,0,0,0,0,0
2007,1,1,1,1729,1645,1843,1810,WN,1054,N416,74,85,64,33,44,SMF,SAN,480,3,7,0,,0,3,0,0,0,30
2007,1,1,1,825,825,941,950,WN,1106,N383SW,76,85,63,-9,0,SMF,SAN,480,3,10,0,,0,0,0,0,0,0
2007,1,1,1,1042,1040,1158,1205,WN,1554,N316SW,76,85,66,-7,2,SMF,SAN,480,2,8,0,,0,0,0,0,0,0
2007,1,1,1,1726,1725,1839,1850,WN,1604,N691WN,73,85,63,-11,1,SMF,SAN,480,3,7,0,,0,0,0,0,0,0
2007,1,1,1,1849,1820,2016,1940,WN,1975,N308SW,87,80,69,36,29,SMF,SAN,480,3,15,0,,0,20,0,7,0,9
2007,1,1,1,2219,2105,2332,2225,WN,2083,N205,73,80,62,67,74,SMF,SAN,480,3,8,0,,0,0,0,0,0,67
2007,1,1,1,2012,1940,2131,2105,WN,2577,N603SW,79,85,66,26,32,SMF,SAN,480,3,10,0,,0,9,0,0,0,17
2007,1,1,1,1458,1455,1614,1620,WN,2587,N604SW,76,85,65,-6,3,SMF,SAN,480,2,9,0,,0,0,0,0,0,0
2007,1,1,1,1345,1345,1456,1510,WN,2643,N700GS,71,85,62,-14,0,SMF,SAN,480,2,7,0,,0,0,0,0,0,0
2007,1,1,1,715,720,836,845,WN,2755,N355,81,85,65,-9,-5,SMF,SAN,480,2,14,0,,0,0,0,0,0,0
2007,1,1,1,2119,2100,2310,2250,WN,961,N771,111,110,94,20,19,SMF,SEA,605,9,8,0,,0,19,0,1,0,0
2007,1,1,1,1530,1510,1714,1700,WN,1330,N469,104,110,91,14,20,SMF,SEA,605,5,8,0,,0,0,0,0,0,0
2007,1,1,1,1045,1035,1240,1225,WN,1502,N327,115,110,104,15,10,SMF,SEA,605,5,6,0,,0,6,0,5,0,4
2007,1,1,1,802,800,953,955,WN,2403,N304SW,111,115,98,-2,2,SMF,SEA,605,5,8,0,,0,0,0,0,0,0
2007,1,1,1,1415,1405,1529,1525,WN,976,N204,74,80,64,4,10,SMF,SNA,404,4,6,0,,0,0,0,0,0,0
2007,2,1,4,1040,1035,1519,1525,WN,924,N348,159,170,141,-6,5,LAS,MCI,1140,4,14,0,,0,0,0,0,0,0
2007,2,1,4,1909,1830,2335,2315,WN,1011,N485WN,146,165,132,20,39,LAS,MCI,1140,4,10,0,,0,0,0,0,0,20
2007,2,1,4,1316,1315,1756,1805,WN,1123,N657SW,160,170,139,-9,1,LAS,MCI,1140,5,16,0,,0,0,0,0,0,0
2007,2,1,4,1613,1620,2050,2115,WN,1622,N603SW,157,175,136,-25,-7,LAS,MCI,1140,6,15,0,,0,0,0,0,0,0
2007,2,1,4,828,830,1533,1545,WN,777,N259WN,245,255,222,-12,-2,LAS,MCO,2039,12,11,0,,0,0,0,0,0,0
2007,2,1,4,740,740,1254,1305,WN,304,N768SW,194,205,178,-11,0,LAS,MDW,1521,5,11,0,,0,0,0,0,0,0
2007,2,1,4,1029,1030,1547,1600,WN,502,N430WN,198,210,181,-13,-1,LAS,MDW,1521,6,11,0,,0,0,0,0,0,0
2007,2,1,4,1338,1330,1850,1900,WN,851,N475WN,192,210,175,-10,8,LAS,MDW,1521,6,11,0,,0,0,0,0,0,0
2007,2,1,4,1946,1935,49,55,WN,1113,N781WN,183,200,171,-6,11,LAS,MDW,1521,4,8,0,,0,0,0,0,0,0
2007,2,1,4,848,845,1407,1410,WN,1325,N220WN,199,205,182,-3,3,LAS,MDW,1521,5,12,0,,0,0,0,0,0,0
2007,2,1,4,1609,1610,2116,2140,WN,1461,N229WN,187,210,175,-24,-1,LAS,MDW,1521,3,9,0,,0,0,0,0,0,0
2007,2,1,4,1657,1700,2211,2230,WN,1988,N444WN,194,210,173,-19,-3,LAS,MDW,1521,5,16,0,,0,0,0,0,0,0
2007,2,1,4,1908,1855,12,15,WN,2184,N720WN,184,200,167,-3,13,LAS,MDW,1521,4,13,0,,0,0,0,0,0,0
2007,2,1,4,1532,1535,2047,2105,WN,2331,N436WN,195,210,179,-18,-3,LAS,MDW,1521,6,10,0,,0,0,0,0,0,0
2007,2,1,4,1156,1155,1725,1725,WN,2892,N788SA,209,210,192,0,1,LAS,MDW,1521,4,13,0,,0,0,0,0,0,0
2007,2,1,4,1817,1820,2328,2340,WN,2997,N741SA,191,200,172,-12,-3,LAS,MDW,1521,4,15,0,,0,0,0,0,0,0
2007,2,1,4,1602,1605,2326,2355,WN,423,N718SW,264,290,249,-29,-3,LAS,MHT,2356,2,13,0,,0,0,0,0,0,0
2007,2,1,4,1915,1850,13,5,WN,355,N778SW,178,195,163,8,25,LAS,MSY,1501,4,11,0,,0,0,0,0,0,0
2007,2,1,4,1424,1405,1544,1535,WN,113,N696SW,80,90,68,9,19,LAS,OAK,407,3,9,0,,0,0,0,0,0,0
2007,2,1,4,1800,1755,1921,1925,WN,550,N459WN,81,90,64,-4,5,LAS,OAK,407,5,12,0,,0,0,0,0,0,0
2007,2,1,4,1214,1210,1351,1345,WN,616,N206WN,97,95,73,6,4,LAS,OAK,407,3,21,0,,0,0,0,0,0,0
2007,2,1,4,1940,1935,2059,2105,WN,641,N787SA,79,90,66,-6,5,LAS,OAK,407,5,8,0,,0,0,0,0,0,0
2007,2,1,4,1339,1305,1506,1435,WN,711,N373,87,90,71,31,34,LAS,OAK,407,5,11,0,,0,0,0,0,0,31
2007,2,1,4,824,825,956,950,WN,1064,N709SW,92,85,68,6,-1,LAS,OAK,407,3,21,0,,0,0,0,0,0,0
2007,2,1,4,2205,2030,2338,2200,WN,1462,N774SW,93,90,68,98,95,LAS,OAK,407,4,21,0,,0,95,0,3,0,0
2007,2,1,4,1524,1515,1649,1645,WN,1888,N647SW,85,90,71,4,9,LAS,OAK,407,5,9,0,,0,0,0,0,0,0
2007,2,1,4,2322,2220,43,2345,WN,1912,N605SW,81,85,59,58,62,LAS,OAK,407,9,13,0,,0,0,0,0,0,58
2007,2,1,4,1028,1030,1153,1200,WN,2035,N633SW,85,90,69,-7,-2,LAS,OAK,407,5,11,0,,0,0,0,0,0,0
2007,2,1,4,1622,1625,1747,1800,WN,2286,N773SA,85,95,66,-13,-3,LAS,OAK,407,5,14,0,,0,0,0,0,0,0
2007,3,1,4,1311,1310,1449,1455,WN,1050,N245WN,98,105,83,-6,1,HOU,BNA,670,6,9,0,,0,0,0,0,0,0
2007,3,1,4,806,805,1145,1155,WN,292,N410WN,159,170,150,-10,1,HOU,BWI,1246,3,6,0,,0,0,0,0,0,0
2007,3,1,4,1553,1555,1946,1945,WN,583,N445WN,173,170,159,1,-2,HOU,BWI,1246,7,7,0,,0,0,0,0,0,0
2007,3,1,4,2017,1955,2347,2340,WN,1468,N210WN,150,165,136,7,22,HOU,BWI,1246,5,9,0,,0,0,0,0,0,0
2007,3,1,4,1221,1215,1551,1605,WN,2681,N767SW,150,170,138,-14,6,HOU,BWI,1246,2,10,0,,0,0,0,0,0,0
2007,3,1,4,1039,1030,1129,1120,WN,9,N507SW,50,50,38,9,9,HOU,CRP,187,4,8,0,,0,0,0,0,0,0
2007,3,1,4,1300,1300,1348,1350,WN,21,N697SW,48,50,36,-2,0,HOU,CRP,187,2,10,0,,0,0,0,0,0,0
2007,3,1,4,1634,1555,1725,1645,WN,33,N271WN,51,50,37,40,39,HOU,CRP,187,4,10,0,,0,27,0,1,0,12
2007,3,1,4,1834,1830,1930,1920,WN,43,N332SW,56,50,38,10,4,HOU,CRP,187,5,13,0,,0,0,0,0,0,0
2007,3,1,4,2103,2055,2154,2145,WN,53,N699SW,51,50,36,9,8,HOU,CRP,187,4,11,0,,0,0,0,0,0,0
